timestamp,open,high,low,close,volume
2026-05-17T16:00:00+00:00,2186.51,2189.12,2182.15,2182.51,2827.4053
2026-05-17T17:00:00+00:00,2182.52,2184.95,2176.63,2183.67,4289.4198
2026-05-17T18:00:00+00:00,2183.68,2188.5,2179.13,2188.49,2741.364
2026-05-17T19:00:00+00:00,2188.5,2193.62,2187.56,2192.53,2510.046
2026-05-17T20:00:00+00:00,2192.54,2193.68,2186.98,2189.55,2455.0533
2026-05-17T21:00:00+00:00,2189.55,2194.82,2187.24,2191.81,2300.4023
2026-05-17T22:00:00+00:00,2191.8,2191.8,2174.01,2179.69,11039.9188
2026-05-17T23:00:00+00:00,2179.7,2179.7,2091.48,2131.0,72862.7078
2026-05-18T00:00:00+00:00,2131.0,2132.0,2104.99,2115.46,33448.5802
2026-05-18T01:00:00+00:00,2115.47,2121.33,2106.5,2117.54,16339.63
2026-05-18T02:00:00+00:00,2117.54,2124.0,2112.78,2116.64,9170.8986
2026-05-18T03:00:00+00:00,2116.65,2123.91,2115.89,2118.44,7975.8225
2026-05-18T04:00:00+00:00,2118.44,2125.5,2114.24,2124.85,6837.7162
2026-05-18T05:00:00+00:00,2124.85,2125.83,2117.0,2118.25,6453.7777
2026-05-18T06:00:00+00:00,2118.25,2121.0,2110.0,2119.03,9048.749
2026-05-18T07:00:00+00:00,2119.04,2123.99,2112.07,2120.82,9795.7552
2026-05-18T08:00:00+00:00,2120.82,2124.05,2117.48,2121.57,6329.8802
2026-05-18T09:00:00+00:00,2121.57,2121.93,2116.03,2116.88,4262.8506
2026-05-18T10:00:00+00:00,2116.88,2117.59,2112.65,2114.55,6334.9378
2026-05-18T11:00:00+00:00,2114.56,2139.75,2110.5,2133.9,15910.7319
2026-05-18T12:00:00+00:00,2133.9,2157.24,2133.9,2151.01,25623.8435
2026-05-18T13:00:00+00:00,2151.02,2151.41,2120.25,2130.91,25177.8551
2026-05-18T14:00:00+00:00,2130.9,2130.9,2098.01,2110.32,31644.5594
2026-05-18T15:00:00+00:00,2110.32,2111.3,2093.77,2107.48,31279.2744
2026-05-18T16:00:00+00:00,2107.49,2111.19,2090.56,2097.71,18252.3444
2026-05-18T17:00:00+00:00,2097.71,2110.19,2095.33,2108.21,10461.8463
2026-05-18T18:00:00+00:00,2108.21,2109.12,2077.23,2081.32,29604.6277
2026-05-18T19:00:00+00:00,2081.31,2128.49,2079.64,2125.07,35288.4271
2026-05-18T20:00:00+00:00,2125.07,2131.03,2115.01,2117.61,10615.7607
2026-05-18T21:00:00+00:00,2117.62,2142.67,2114.59,2137.38,14324.1322
2026-05-18T22:00:00+00:00,2137.39,2142.57,2130.5,2135.74,12285.9181
2026-05-18T23:00:00+00:00,2135.73,2139.17,2127.75,2130.08,5410.4744
2026-05-19T00:00:00+00:00,2130.08,2146.95,2128.44,2135.88,7752.7733
2026-05-19T01:00:00+00:00,2135.88,2138.4,2123.71,2124.92,8258.8095
2026-05-19T02:00:00+00:00,2124.92,2135.67,2118.6,2123.31,7646.1533
2026-05-19T03:00:00+00:00,2123.3,2134.61,2122.06,2131.3,5007.2946
2026-05-19T04:00:00+00:00,2131.3,2136.65,2128.22,2133.88,4628.4393
2026-05-19T05:00:00+00:00,2133.88,2137.74,2123.61,2135.21,7384.8264
2026-05-19T06:00:00+00:00,2135.21,2140.31,2132.71,2137.52,5544.4231
2026-05-19T07:00:00+00:00,2137.52,2145.0,2135.29,2140.97,7115.4473
2026-05-19T08:00:00+00:00,2140.97,2141.4,2131.01,2133.72,7074.3505
2026-05-19T09:00:00+00:00,2133.72,2134.5,2111.25,2114.49,12094.7932
2026-05-19T10:00:00+00:00,2114.49,2121.96,2106.77,2118.36,10403.7765
2026-05-19T11:00:00+00:00,2118.37,2120.24,2109.22,2110.85,5522.7146
2026-05-19T12:00:00+00:00,2110.85,2119.35,2108.64,2118.49,5822.6555
2026-05-19T13:00:00+00:00,2118.5,2127.53,2107.65,2119.03,17708.0004
2026-05-19T14:00:00+00:00,2119.02,2123.6,2094.47,2106.55,23710.8299
2026-05-19T15:00:00+00:00,2106.54,2113.42,2103.58,2110.19,8637.8522
2026-05-19T16:00:00+00:00,2110.2,2122.45,2107.12,2121.12,6845.5703
2026-05-19T17:00:00+00:00,2121.11,2125.07,2112.92,2115.75,6373.8264
2026-05-19T18:00:00+00:00,2115.75,2119.62,2110.74,2115.28,5018.4948
2026-05-19T19:00:00+00:00,2115.27,2123.16,2110.14,2113.15,6436.9705
2026-05-19T20:00:00+00:00,2113.14,2118.82,2112.41,2118.39,2362.188
2026-05-19T21:00:00+00:00,2118.38,2120.59,2116.69,2116.97,3414.5351
2026-05-19T22:00:00+00:00,2116.97,2116.97,2102.09,2106.4,7180.9732
2026-05-19T23:00:00+00:00,2106.4,2118.68,2104.66,2111.93,4999.3771
2026-05-20T00:00:00+00:00,2111.93,2115.95,2103.3,2111.29,5979.5179
2026-05-20T01:00:00+00:00,2111.29,2119.24,2103.29,2115.28,6978.7938
2026-05-20T02:00:00+00:00,2115.28,2117.14,2106.01,2109.43,3194.6835
2026-05-20T03:00:00+00:00,2109.42,2116.3,2106.1,2111.6,3161.4843
2026-05-20T04:00:00+00:00,2111.6,2114.78,2107.3,2113.2,3859.8496
2026-05-20T05:00:00+00:00,2113.2,2130.38,2113.2,2125.63,14210.0076
2026-05-20T06:00:00+00:00,2125.63,2134.41,2125.62,2133.75,10055.3538
2026-05-20T07:00:00+00:00,2133.76,2136.5,2128.51,2129.74,6989.0784
2026-05-20T08:00:00+00:00,2129.75,2138.0,2128.87,2131.91,8115.6362
2026-05-20T09:00:00+00:00,2131.91,2133.0,2127.7,2129.36,4337.4143
2026-05-20T10:00:00+00:00,2129.36,2137.02,2129.36,2130.82,4806.969
2026-05-20T11:00:00+00:00,2130.82,2132.24,2124.28,2128.3,4923.4052
2026-05-20T12:00:00+00:00,2128.31,2140.0,2127.02,2134.01,5842.3635
2026-05-20T13:00:00+00:00,2134.02,2135.73,2115.69,2120.61,16409.0609
2026-05-20T14:00:00+00:00,2120.62,2139.63,2113.87,2135.25,19511.9975
2026-05-20T15:00:00+00:00,2135.24,2149.0,2129.02,2136.75,17153.5618
2026-05-20T16:00:00+00:00,2136.76,2140.51,2124.1,2135.46,9337.6279
2026-05-20T17:00:00+00:00,2135.46,2148.77,2132.14,2140.5,10779.1126
2026-05-20T18:00:00+00:00,2140.5,2140.95,2131.3,2132.1,6023.4487
2026-05-20T19:00:00+00:00,2132.1,2141.45,2129.11,2139.12,6015.4748
2026-05-20T20:00:00+00:00,2139.12,2140.76,2129.51,2135.93,4957.8493
2026-05-20T21:00:00+00:00,2135.92,2138.59,2130.61,2130.62,3046.6187
2026-05-20T22:00:00+00:00,2130.61,2130.61,2118.45,2128.32,9689.7947
2026-05-20T23:00:00+00:00,2128.32,2130.37,2122.59,2129.44,3709.19
2026-05-21T00:00:00+00:00,2129.44,2145.32,2128.59,2142.92,7646.4745
2026-05-21T01:00:00+00:00,2142.93,2157.5,2139.31,2141.07,11825.5022
2026-05-21T02:00:00+00:00,2141.08,2148.04,2139.5,2141.5,4768.8843
2026-05-21T03:00:00+00:00,2141.5,2146.85,2140.85,2145.76,3524.1137
2026-05-21T04:00:00+00:00,2145.76,2148.75,2142.7,2145.0,3552.697
2026-05-21T05:00:00+00:00,2145.0,2148.19,2133.21,2136.3,6291.6025
2026-05-21T06:00:00+00:00,2136.31,2138.61,2127.64,2128.57,8597.7098
2026-05-21T07:00:00+00:00,2128.58,2137.0,2124.25,2135.06,8726.5434
2026-05-21T08:00:00+00:00,2135.07,2148.33,2135.01,2138.26,8282.9493
2026-05-21T09:00:00+00:00,2138.26,2140.94,2127.96,2127.98,6582.2796
2026-05-21T10:00:00+00:00,2127.97,2130.09,2110.0,2114.19,19101.5468
2026-05-21T11:00:00+00:00,2114.2,2119.94,2112.17,2115.27,7699.843
2026-05-21T12:00:00+00:00,2115.28,2119.91,2112.1,2117.22,11662.3948
2026-05-21T13:00:00+00:00,2117.22,2124.09,2105.15,2120.46,18106.7457
2026-05-21T14:00:00+00:00,2120.47,2125.59,2110.68,2121.96,14916.7552
2026-05-21T15:00:00+00:00,2121.97,2138.05,2119.44,2132.65,21185.7822
2026-05-21T16:00:00+00:00,2132.64,2136.66,2122.82,2127.79,10087.2837
2026-05-21T17:00:00+00:00,2127.8,2153.75,2126.0,2146.6,23184.4516
2026-05-21T18:00:00+00:00,2146.6,2148.0,2121.79,2126.87,13278.9464
2026-05-21T19:00:00+00:00,2126.87,2145.78,2126.48,2142.83,9421.3256
2026-05-21T20:00:00+00:00,2142.84,2143.46,2137.13,2138.62,5410.5322
2026-05-21T21:00:00+00:00,2138.63,2141.0,2134.21,2135.42,2327.6859
2026-05-21T22:00:00+00:00,2135.43,2136.87,2131.03,2131.85,2748.6672
2026-05-21T23:00:00+00:00,2131.84,2136.77,2127.27,2133.76,3958.3951
2026-05-22T00:00:00+00:00,2133.77,2134.99,2129.28,2129.33,2848.6808
2026-05-22T01:00:00+00:00,2129.32,2137.0,2125.68,2135.88,4953.5599
2026-05-22T02:00:00+00:00,2135.89,2140.01,2134.47,2137.98,3898.7159
2026-05-22T03:00:00+00:00,2137.97,2141.39,2135.29,2137.88,2338.1458
2026-05-22T04:00:00+00:00,2137.89,2141.34,2132.56,2134.0,2394.8956
2026-05-22T05:00:00+00:00,2134.01,2135.95,2127.39,2129.21,4444.6446
2026-05-22T06:00:00+00:00,2129.21,2130.86,2123.95,2125.68,7164.9518
2026-05-22T07:00:00+00:00,2125.68,2132.73,2122.22,2128.7,9430.3708
2026-05-22T08:00:00+00:00,2128.7,2133.34,2119.94,2122.3,14984.4294
2026-05-22T09:00:00+00:00,2122.29,2125.24,2119.18,2123.98,5671.4006
2026-05-22T10:00:00+00:00,2123.97,2125.4,2120.81,2123.0,3014.9443
2026-05-22T11:00:00+00:00,2123.0,2131.01,2120.1,2130.78,7162.4423
2026-05-22T12:00:00+00:00,2130.78,2138.0,2129.31,2134.99,7605.6003
2026-05-22T13:00:00+00:00,2135.0,2135.75,2124.01,2130.23,11944.0865
2026-05-22T14:00:00+00:00,2130.23,2130.23,2112.58,2116.94,15843.862
2026-05-22T15:00:00+00:00,2116.94,2125.49,2112.47,2119.48,6992.4097
2026-05-22T16:00:00+00:00,2119.49,2124.0,2118.11,2122.78,5125.7528
2026-05-22T17:00:00+00:00,2122.78,2130.0,2119.43,2119.6,7899.4339
2026-05-22T18:00:00+00:00,2119.61,2121.57,2084.51,2099.99,21305.3854
2026-05-22T19:00:00+00:00,2099.99,2103.1,2058.0,2065.54,37194.0858
2026-05-22T20:00:00+00:00,2065.54,2078.85,2064.31,2073.4,12942.2036
2026-05-22T21:00:00+00:00,2073.4,2079.59,2071.52,2078.18,5974.9709
2026-05-22T22:00:00+00:00,2078.17,2079.58,2066.55,2072.71,8534.0428
2026-05-22T23:00:00+00:00,2072.72,2077.24,2057.79,2065.85,12114.2393
2026-05-23T00:00:00+00:00,2065.86,2070.61,2053.0,2064.63,21650.6094
2026-05-23T01:00:00+00:00,2064.63,2069.92,2062.67,2068.93,6602.3914
2026-05-23T02:00:00+00:00,2068.93,2070.37,2064.9,2068.52,3598.4243
2026-05-23T03:00:00+00:00,2068.52,2072.0,2068.21,2070.78,3822.1224
2026-05-23T04:00:00+00:00,2070.78,2071.19,2065.55,2067.3,2714.5713
2026-05-23T05:00:00+00:00,2067.29,2068.0,2061.9,2064.85,8142.8652
2026-05-23T06:00:00+00:00,2064.85,2065.81,2060.71,2061.69,6065.7996
2026-05-23T07:00:00+00:00,2061.7,2063.06,2009.3,2028.59,58875.9766
2026-05-23T08:00:00+00:00,2028.58,2032.1,2021.07,2030.32,16144.7589
2026-05-23T09:00:00+00:00,2030.32,2031.0,2027.1,2027.29,5578.0484
2026-05-23T10:00:00+00:00,2027.29,2033.79,2027.11,2031.57,4910.3789
2026-05-23T11:00:00+00:00,2031.56,2036.01,2030.84,2031.48,7692.1854
2026-05-23T12:00:00+00:00,2031.48,2032.07,2027.35,2031.07,7207.2526
2026-05-23T13:00:00+00:00,2031.08,2046.1,2031.07,2044.89,17647.3733
2026-05-23T14:00:00+00:00,2044.88,2065.32,2041.12,2061.64,16621.2621
2026-05-23T15:00:00+00:00,2061.64,2068.68,2055.67,2060.27,13114.3801
2026-05-23T16:00:00+00:00,2060.27,2065.0,2057.25,2061.65,6913.4983
2026-05-23T17:00:00+00:00,2061.66,2065.87,2059.28,2063.98,5547.0071
2026-05-23T18:00:00+00:00,2063.98,2083.64,2063.74,2074.27,14900.8683
2026-05-23T19:00:00+00:00,2074.27,2081.0,2069.86,2077.33,12501.0114
2026-05-23T20:00:00+00:00,2077.34,2147.0,2074.84,2146.3,60046.9253
2026-05-23T21:00:00+00:00,2146.3,2149.95,2106.27,2116.84,33582.9836
2026-05-23T22:00:00+00:00,2116.84,2120.28,2102.65,2116.83,10882.3546
2026-05-23T23:00:00+00:00,2116.84,2121.84,2114.42,2117.68,5783.1804
2026-05-24T00:00:00+00:00,2117.69,2121.5,2113.1,2119.45,5265.7351
2026-05-24T01:00:00+00:00,2119.45,2125.51,2118.31,2122.56,7831.7549
2026-05-24T02:00:00+00:00,2122.56,2125.45,2118.3,2122.53,8991.5212
2026-05-24T03:00:00+00:00,2122.54,2127.28,2116.74,2119.04,7014.0397
2026-05-24T04:00:00+00:00,2119.05,2123.86,2119.05,2120.21,3367.5072
2026-05-24T05:00:00+00:00,2120.22,2121.39,2113.65,2119.98,8263.4357
2026-05-24T06:00:00+00:00,2119.98,2129.93,2117.6,2128.13,11806.8896
2026-05-24T07:00:00+00:00,2128.13,2129.79,2119.49,2121.01,5025.5155
2026-05-24T08:00:00+00:00,2121.02,2123.23,2119.25,2120.32,3262.6809
2026-05-24T09:00:00+00:00,2120.33,2124.37,2119.05,2123.41,4630.7973
2026-05-24T10:00:00+00:00,2123.42,2132.14,2119.38,2122.35,8124.9584
2026-05-24T11:00:00+00:00,2122.34,2127.82,2122.23,2126.18,4959.7623
2026-05-24T12:00:00+00:00,2126.19,2126.58,2117.32,2119.97,7090.2964
2026-05-24T13:00:00+00:00,2119.97,2121.05,2105.79,2110.14,12698.9415
2026-05-24T14:00:00+00:00,2110.14,2112.52,2079.52,2097.98,28777.9189
2026-05-24T15:00:00+00:00,2097.98,2100.0,2094.14,2095.84,4614.3297
2026-05-24T16:00:00+00:00,2095.83,2109.0,2095.22,2103.62,7393.3302
2026-05-24T17:00:00+00:00,2103.61,2106.68,2101.4,2102.88,3026.1939
2026-05-24T18:00:00+00:00,2102.89,2104.78,2097.8,2099.97,2964.8275
2026-05-24T19:00:00+00:00,2099.97,2102.58,2096.34,2100.87,3005.6502
2026-05-24T20:00:00+00:00,2100.87,2102.11,2091.51,2093.15,7064.4411
2026-05-24T21:00:00+00:00,2093.15,2098.63,2063.0,2070.59,19007.0632
2026-05-24T22:00:00+00:00,2070.59,2099.49,2070.56,2092.37,15066.0813
2026-05-24T23:00:00+00:00,2092.38,2107.0,2091.67,2099.85,8495.0888
2026-05-25T00:00:00+00:00,2099.86,2109.4,2099.7,2104.95,5423.3103
2026-05-25T01:00:00+00:00,2104.96,2107.99,2093.22,2094.13,3994.551
2026-05-25T02:00:00+00:00,2094.13,2113.25,2094.13,2098.35,9625.7439
2026-05-25T03:00:00+00:00,2098.35,2100.0,2092.57,2095.58,5087.5028
2026-05-25T04:00:00+00:00,2095.59,2108.14,2092.26,2105.83,6872.5722
2026-05-25T05:00:00+00:00,2105.83,2111.7,2104.39,2108.22,6681.7523
2026-05-25T06:00:00+00:00,2108.21,2111.42,2099.27,2108.99,13294.3896
2026-05-25T07:00:00+00:00,2109.0,2117.55,2106.5,2116.28,15151.6164
2026-05-25T08:00:00+00:00,2116.29,2117.79,2111.7,2116.82,4505.8336
2026-05-25T09:00:00+00:00,2116.83,2124.1,2116.17,2117.02,6886.8441
2026-05-25T10:00:00+00:00,2117.03,2121.23,2114.86,2117.03,3718.0519
2026-05-25T11:00:00+00:00,2117.02,2120.3,2114.26,2114.95,6556.302
2026-05-25T12:00:00+00:00,2114.95,2119.61,2112.25,2117.34,5452.8587
2026-05-25T13:00:00+00:00,2117.35,2120.0,2114.27,2116.28,4019.1258
2026-05-25T14:00:00+00:00,2116.28,2130.24,2115.77,2128.34,9741.5996
2026-05-25T15:00:00+00:00,2128.35,2138.28,2122.9,2127.12,10474.4014
2026-05-25T16:00:00+00:00,2127.13,2141.98,2125.14,2136.4,7753.0199
2026-05-25T17:00:00+00:00,2136.4,2140.52,2128.24,2128.55,5752.7116
2026-05-25T18:00:00+00:00,2128.54,2133.81,2126.64,2126.85,3516.0069
2026-05-25T19:00:00+00:00,2126.86,2126.86,2116.55,2121.43,6484.7259
2026-05-25T20:00:00+00:00,2121.42,2123.16,2107.38,2108.64,8784.8301
2026-05-25T21:00:00+00:00,2108.64,2113.04,2108.0,2110.9,5923.7284
2026-05-25T22:00:00+00:00,2110.9,2115.68,2102.35,2103.61,7949.3983
2026-05-25T23:00:00+00:00,2103.6,2113.85,2102.62,2113.01,2777.7212
2026-05-26T00:00:00+00:00,2113.01,2113.89,2084.83,2097.75,13327.6678
2026-05-26T01:00:00+00:00,2097.74,2100.5,2088.03,2094.35,8023.9683
2026-05-26T02:00:00+00:00,2094.36,2095.8,2084.79,2088.83,8476.6135
2026-05-26T03:00:00+00:00,2088.83,2093.84,2084.52,2093.12,4866.8481
2026-05-26T04:00:00+00:00,2093.11,2096.45,2088.82,2093.67,3649.155
2026-05-26T05:00:00+00:00,2093.68,2103.65,2092.05,2100.91,5929.0656
2026-05-26T06:00:00+00:00,2100.9,2104.65,2094.78,2101.73,4410.9459
2026-05-26T07:00:00+00:00,2101.73,2102.63,2090.65,2095.61,8948.7941
2026-05-26T08:00:00+00:00,2095.61,2100.14,2095.13,2097.25,4538.5124
2026-05-26T09:00:00+00:00,2097.26,2099.62,2094.1,2096.81,5436.3408
2026-05-26T10:00:00+00:00,2096.8,2137.29,2094.23,2127.56,22774.4048
2026-05-26T11:00:00+00:00,2127.57,2130.6,2118.6,2121.01,11839.3226
2026-05-26T12:00:00+00:00,2121.0,2126.93,2111.01,2126.2,14192.1263
2026-05-26T13:00:00+00:00,2126.2,2131.5,2109.62,2125.3,14084.8761
2026-05-26T14:00:00+00:00,2125.3,2140.49,2105.85,2109.29,33208.6561
2026-05-26T15:00:00+00:00,2109.3,2112.2,2078.75,2087.36,32199.2534
2026-05-26T16:00:00+00:00,2087.36,2089.97,2073.48,2079.56,22306.9078
2026-05-26T17:00:00+00:00,2079.56,2083.84,2055.06,2070.84,23360.5118
2026-05-26T18:00:00+00:00,2070.84,2081.21,2066.8,2068.59,12788.1371
2026-05-26T19:00:00+00:00,2068.6,2076.85,2065.72,2074.29,7453.971
2026-05-26T20:00:00+00:00,2074.3,2078.51,2073.9,2078.35,4902.9555
2026-05-26T21:00:00+00:00,2078.35,2078.78,2069.45,2072.85,5570.4949
2026-05-26T22:00:00+00:00,2072.85,2076.52,2065.98,2068.79,5511.5489
2026-05-26T23:00:00+00:00,2068.79,2076.85,2068.79,2073.77,4752.2318
2026-05-27T00:00:00+00:00,2073.77,2084.23,2073.77,2083.36,6285.9592
2026-05-27T01:00:00+00:00,2083.35,2083.93,2071.86,2074.53,5128.2891
2026-05-27T02:00:00+00:00,2074.53,2076.26,2069.11,2076.26,4885.7176
2026-05-27T03:00:00+00:00,2076.25,2080.0,2068.9,2070.0,5687.0405
2026-05-27T04:00:00+00:00,2070.01,2073.08,2056.31,2072.21,9589.4971
2026-05-27T05:00:00+00:00,2072.21,2079.2,2071.62,2077.37,6758.5665
2026-05-27T06:00:00+00:00,2077.38,2081.46,2075.01,2079.62,5208.1962
2026-05-27T07:00:00+00:00,2079.62,2084.16,2076.07,2083.78,5639.4319
2026-05-27T08:00:00+00:00,2083.77,2096.71,2083.56,2085.05,10820.8954
2026-05-27T09:00:00+00:00,2085.06,2087.78,2078.26,2083.36,6725.0615
2026-05-27T10:00:00+00:00,2083.36,2087.9,2079.47,2079.5,5736.1498
2026-05-27T11:00:00+00:00,2079.51,2085.29,2078.88,2080.55,5464.4491
2026-05-27T12:00:00+00:00,2080.56,2097.4,2073.84,2078.76,16450.2159
2026-05-27T13:00:00+00:00,2078.76,2080.64,2051.96,2064.53,30449.572
2026-05-27T14:00:00+00:00,2064.52,2071.86,2054.84,2062.62,14769.8158
2026-05-27T15:00:00+00:00,2062.62,2079.73,2061.21,2071.38,17352.513
2026-05-27T16:00:00+00:00,2071.39,2074.5,2060.0,2070.15,9732.6873
2026-05-27T17:00:00+00:00,2070.14,2070.3,2044.08,2052.28,18451.103
2026-05-27T18:00:00+00:00,2052.27,2056.92,2043.31,2056.71,9687.1711
2026-05-27T19:00:00+00:00,2056.72,2061.16,2054.42,2057.47,7524.5057
2026-05-27T20:00:00+00:00,2057.47,2066.14,2057.22,2063.29,6848.8096
2026-05-27T21:00:00+00:00,2063.3,2063.3,2016.0,2021.04,27264.0968
2026-05-27T22:00:00+00:00,2021.04,2035.0,2016.27,2025.34,18431.624
2026-05-27T23:00:00+00:00,2025.34,2030.19,2018.17,2024.84,13071.7892
2026-05-28T00:00:00+00:00,2024.83,2029.2,2020.7,2028.23,7260.1374
2026-05-28T01:00:00+00:00,2028.23,2029.2,2012.7,2020.32,11652.5232
2026-05-28T02:00:00+00:00,2020.32,2021.99,2014.77,2017.75,6355.0111
2026-05-28T03:00:00+00:00,2017.75,2020.96,1972.0,1981.55,65339.9056
2026-05-28T04:00:00+00:00,1981.55,1986.39,1967.0,1982.33,29086.9719
2026-05-28T05:00:00+00:00,1982.33,1983.55,1975.66,1978.52,15129.2673
2026-05-28T06:00:00+00:00,1978.52,1984.83,1972.5,1984.07,13330.4358
2026-05-28T07:00:00+00:00,1984.07,1996.78,1982.41,1995.56,17213.7549
2026-05-28T08:00:00+00:00,1995.56,1996.23,1985.0,1988.26,10802.4724
2026-05-28T09:00:00+00:00,1988.27,1995.51,1984.85,1994.04,7182.5251
2026-05-28T10:00:00+00:00,1994.04,1998.4,1988.71,1990.32,8384.457
2026-05-28T11:00:00+00:00,1990.32,1992.72,1986.53,1989.89,6584.4884
2026-05-28T12:00:00+00:00,1989.88,1994.58,1981.57,1991.89,8270.5312
2026-05-28T13:00:00+00:00,1991.88,1995.0,1975.35,1981.55,19736.374
2026-05-28T14:00:00+00:00,1981.55,2002.5,1967.38,1993.62,35350.5205
2026-05-28T15:00:00+00:00,1993.61,1999.4,1983.84,1990.65,12630.7607
2026-05-28T16:00:00+00:00,1990.65,2015.0,1985.22,2013.19,21750.7947
